"","minpts","eps","eps2","id","f_measure"
"598",20,3.25,150,"ALD_1",0.774038461538462
"599",25,3.25,150,"ALD_1",0.78021978021978
"600",30,3.25,150,"ALD_1",0.595744680851064
"601",5,4,150,"ALD_1",0.557645134914146
"602",10,4,150,"ALD_1",0.650579150579151
"603",15,4,150,"ALD_1",0.685950413223141
"604",20,4,150,"ALD_1",0.731543624161074
"605",25,4,150,"ALD_1",0.772563176895307
"606",30,4,150,"ALD_1",0.80506329113924
"607",5,4.75,150,"ALD_1",0.549114331723027
"608",10,4.75,150,"ALD_1",0.62962962962963
"609",15,4.75,150,"ALD_1",0.659470068694799
"610",20,4.75,150,"ALD_1",0.710498409331919
"611",25,4.75,150,"ALD_1",0.740068104426788
"612",30,4.75,150,"ALD_1",0.768867924528302
"613",5,1,180,"ALD_1",0.696406443618339
"614",10,1,180,"ALD_1",0.692913385826772
"615",15,1,180,"ALD_1",0.630797773654917
"616",20,1,180,"ALD_1",0.547244094488189
"617",25,1,180,"ALD_1",0.390350877192982
"618",30,1,180,"ALD_1",0.350467289719626
"619",5,1.75,180,"ALD_1",0.66734486266531
"620",10,1.75,180,"ALD_1",0.713021491782554
"621",15,1.75,180,"ALD_1",0.689556509298999
"622",20,1.75,180,"ALD_1",0.663398692810457
"623",25,1.75,180,"ALD_1",0.61878453038674
"624",30,1.75,180,"ALD_1",0.522772277227723
"625",5,2.5,180,"ALD_1",0.612021857923497
"626",10,2.5,180,"ALD_1",0.6941431670282
"627",15,2.5,180,"ALD_1",0.752795031055901
"628",20,2.5,180,"ALD_1",0.635958395245171
"629",25,2.5,180,"ALD_1",0.641148325358852
"630",30,2.5,180,"ALD_1",0.546511627906977
"631",5,3.25,180,"ALD_1",0.574557708508846
"632",10,3.25,180,"ALD_1",0.671328671328671
"633",15,3.25,180,"ALD_1",0.739977090492554
"634",20,3.25,180,"ALD_1",0.774038461538462
"635",25,3.25,180,"ALD_1",0.78021978021978
"636",30,3.25,180,"ALD_1",0.595744680851064
"637",5,4,180,"ALD_1",0.557645134914146
"638",10,4,180,"ALD_1",0.650579150579151
"639",15,4,180,"ALD_1",0.685950413223141
"640",20,4,180,"ALD_1",0.731543624161074
"641",25,4,180,"ALD_1",0.772563176895307
"642",30,4,180,"ALD_1",0.80506329113924
"643",5,4.75,180,"ALD_1",0.549114331723027
"644",10,4.75,180,"ALD_1",0.62962962962963
"645",15,4.75,180,"ALD_1",0.659470068694799
"646",20,4.75,180,"ALD_1",0.710498409331919
"647",25,4.75,180,"ALD_1",0.740068104426788
"648",30,4.75,180,"ALD_1",0.768867924528302
"649",5,1,30,"ALD_2",0.88
"650",10,1,30,"ALD_2",0.862385321100917
"651",15,1,30,"ALD_2",0.831099195710456
"652",20,1,30,"ALD_2",0.764872521246459
"653",25,1,30,"ALD_2",0.747126436781609
"654",30,1,30,"ALD_2",0.717647058823529
"655",5,1.75,30,"ALD_2",0.850202429149798
"656",10,1.75,30,"ALD_2",0.875816993464052
"657",15,1.75,30,"ALD_2",0.882758620689655
"658",20,1.75,30,"ALD_2",0.834605597964377
"659",25,1.75,30,"ALD_2",0.768817204301075
"660",30,1.75,30,"ALD_2",0.768817204301075
"661",5,2.5,30,"ALD_2",0.719327731092437
"662",10,2.5,30,"ALD_2",0.878980891719745
"663",15,2.5,30,"ALD_2",0.90989010989011
"664",20,2.5,30,"ALD_2",0.907079646017699
"665",25,2.5,30,"ALD_2",0.913752913752914
"666",30,2.5,30,"ALD_2",0.770053475935829
"667",5,3.25,30,"ALD_2",0.453870625662778
"668",10,3.25,30,"ALD_2",0.862985685071575
"669",15,3.25,30,"ALD_2",0.876310272536688
"670",20,3.25,30,"ALD_2",0.906318082788671
"671",25,3.25,30,"ALD_2",0.922374429223744
"672",30,3.25,30,"ALD_2",0.912037037037037
"673",5,4,30,"ALD_2",0.368330464716007
"674",10,4,30,"ALD_2",0.8582995951417
"675",15,4,30,"ALD_2",0.861788617886179
"676",20,4,30,"ALD_2",0.900212314225053
"677",25,4,30,"ALD_2",0.900212314225053
"678",30,4,30,"ALD_2",0.906666666666667
"679",5,4.75,30,"ALD_2",0.362404741744284
"680",10,4.75,30,"ALD_2",0.83921568627451
"681",15,4.75,30,"ALD_2",0.85140562248996
"682",20,4.75,30,"ALD_2",0.887029288702929
"683",25,4.75,30,"ALD_2",0.887029288702929
"684",30,4.75,30,"ALD_2",0.890756302521008
"685",5,1,60,"ALD_2",0.884955752212389
"686",10,1,60,"ALD_2",0.868181818181818
"687",15,1,60,"ALD_2",0.835106382978723
"688",20,1,60,"ALD_2",0.769662921348315
"689",25,1,60,"ALD_2",0.754285714285714
"690",30,1,60,"ALD_2",0.732558139534884
"691",5,1.75,60,"ALD_2",0.850202429149798
"692",10,1.75,60,"ALD_2",0.887931034482759
"693",15,1.75,60,"ALD_2",0.892938496583144
"694",20,1.75,60,"ALD_2",0.835443037974684
"695",25,1.75,60,"ALD_2",0.768817204301075
"696",30,1.75,60,"ALD_2",0.768817204301075
"697",5,2.5,60,"ALD_2",0.719327731092437
"698",10,2.5,60,"ALD_2",0.88135593220339
"699",15,2.5,60,"ALD_2",0.912280701754386
"700",20,2.5,60,"ALD_2",0.911894273127753
"701",25,2.5,60,"ALD_2",0.919282511210762
"702",30,2.5,60,"ALD_2",0.827586206896552
"703",5,3.25,60,"ALD_2",0.453870625662778
"704",10,3.25,60,"ALD_2",0.862985685071575
"705",15,3.25,60,"ALD_2",0.876310272536688
"706",20,3.25,60,"ALD_2",0.908695652173913
"707",25,3.25,60,"ALD_2",0.908296943231441
"708",30,3.25,60,"ALD_2",0.908296943231441
"709",5,4,60,"ALD_2",0.368330464716007
"710",10,4,60,"ALD_2",0.8582995951417
"711",15,4,60,"ALD_2",0.861788617886179
"712",20,4,60,"ALD_2",0.900212314225053
"713",25,4,60,"ALD_2",0.900212314225053
"714",30,4,60,"ALD_2",0.897435897435897
"715",5,4.75,60,"ALD_2",0.362404741744284
"716",10,4.75,60,"ALD_2",0.83921568627451
"717",15,4.75,60,"ALD_2",0.854291417165669
"718",20,4.75,60,"ALD_2",0.887966804979253
"719",25,4.75,60,"ALD_2",0.88517745302714
"720",30,4.75,60,"ALD_2",0.888888888888889
"721",5,1,90,"ALD_2",0.884955752212389
"722",10,1,90,"ALD_2",0.868181818181818
"723",15,1,90,"ALD_2",0.835106382978723
"724",20,1,90,"ALD_2",0.769662921348315
"725",25,1,90,"ALD_2",0.752136752136752
"726",30,1,90,"ALD_2",0.732558139534884
"727",5,1.75,90,"ALD_2",0.850202429149798
"728",10,1.75,90,"ALD_2",0.887931034482759
"729",15,1.75,90,"ALD_2",0.892938496583144
"730",20,1.75,90,"ALD_2",0.835443037974684
"731",25,1.75,90,"ALD_2",0.772117962466488
"732",30,1.75,90,"ALD_2",0.772117962466488
"733",5,2.5,90,"ALD_2",0.719327731092437
"734",10,2.5,90,"ALD_2",0.883720930232558
"735",15,2.5,90,"ALD_2",0.914660831509847
"736",20,2.5,90,"ALD_2",0.916666666666667
"737",25,2.5,90,"ALD_2",0.919282511210762
"738",30,2.5,90,"ALD_2",0.827586206896552
"739",5,3.25,90,"ALD_2",0.453870625662778
"740",10,3.25,90,"ALD_2",0.857723577235772
"741",15,3.25,90,"ALD_2",0.877338877338877
"742",20,3.25,90,"ALD_2",0.913419913419913
"743",25,3.25,90,"ALD_2",0.915401301518438
"744",30,3.25,90,"ALD_2",0.915401301518438
"745",5,4,90,"ALD_2",0.368330464716007
"746",10,4,90,"ALD_2",0.856565656565657
"747",15,4,90,"ALD_2",0.8582995951417
"748",20,4,90,"ALD_2",0.896405919661734
"749",25,4,90,"ALD_2",0.896405919661734
"750",30,4,90,"ALD_2",0.902127659574468
"751",5,4.75,90,"ALD_2",0.362404741744284
"752",10,4.75,90,"ALD_2",0.837573385518591
"753",15,4.75,90,"ALD_2",0.852589641434263
"754",20,4.75,90,"ALD_2",0.886128364389234
"755",25,4.75,90,"ALD_2",0.886128364389234
"756",30,4.75,90,"ALD_2",0.887966804979253
"757",5,1,120,"ALD_2",0.884955752212389
"758",10,1,120,"ALD_2",0.868181818181818
"759",15,1,120,"ALD_2",0.835106382978723
"760",20,1,120,"ALD_2",0.769662921348315
"761",25,1,120,"ALD_2",0.752136752136752
"762",30,1,120,"ALD_2",0.732558139534884
"763",5,1.75,120,"ALD_2",0.852589641434263
"764",10,1.75,120,"ALD_2",0.887931034482759
"765",15,1.75,120,"ALD_2",0.892938496583144
"766",20,1.75,120,"ALD_2",0.835443037974684
"767",25,1.75,120,"ALD_2",0.772117962466488
"768",30,1.75,120,"ALD_2",0.772117962466488
"769",5,2.5,120,"ALD_2",0.719327731092437
"770",10,2.5,120,"ALD_2",0.870636550308008
"771",15,2.5,120,"ALD_2",0.908695652173913
"772",20,2.5,120,"ALD_2",0.910675381263617
"773",25,2.5,120,"ALD_2",0.915555555555556
"774",30,2.5,120,"ALD_2",0.823529411764706
"775",5,3.25,120,"ALD_2",0.453870625662778
"776",10,3.25,120,"ALD_2",0.847524752475248
"777",15,3.25,120,"ALD_2",0.872427983539095
"778",20,3.25,120,"ALD_2",0.90948275862069
"779",25,3.25,120,"ALD_2",0.911447084233261
"780",30,3.25,120,"ALD_2",0.911447084233261
"781",5,4,120,"ALD_2",0.368330464716007
"782",10,4,120,"ALD_2",0.840864440078585
"783",15,4,120,"ALD_2",0.849206349206349
"784",20,4,120,"ALD_2",0.896405919661734
"785",25,4,120,"ALD_2",0.896405919661734
"786",30,4,120,"ALD_2",0.902127659574468
"787",5,4.75,120,"ALD_2",0.362404741744284
"788",10,4.75,120,"ALD_2",0.831067961165049
"789",15,4.75,120,"ALD_2",0.8359375
"790",20,4.75,120,"ALD_2",0.886128364389234
"791",25,4.75,120,"ALD_2",0.886128364389234
"792",30,4.75,120,"ALD_2",0.887966804979253
"793",5,1,150,"ALD_2",0.884955752212389
"794",10,1,150,"ALD_2",0.868181818181818
"795",15,1,150,"ALD_2",0.835106382978723
"796",20,1,150,"ALD_2",0.769662921348315
"797",25,1,150,"ALD_2",0.752136752136752
"798",30,1,150,"ALD_2",0.732558139534884
"799",5,1.75,150,"ALD_2",0.852589641434263
"800",10,1.75,150,"ALD_2",0.887931034482759
"801",15,1.75,150,"ALD_2",0.892938496583144
"802",20,1.75,150,"ALD_2",0.835443037974684
"803",25,1.75,150,"ALD_2",0.772117962466488
"804",30,1.75,150,"ALD_2",0.772117962466488
"805",5,2.5,150,"ALD_2",0.719327731092437
"806",10,2.5,150,"ALD_2",0.870636550308008
"807",15,2.5,150,"ALD_2",0.908695652173913
"808",20,2.5,150,"ALD_2",0.910675381263617
"809",25,2.5,150,"ALD_2",0.915555555555556
"810",30,2.5,150,"ALD_2",0.823529411764706
"811",5,3.25,150,"ALD_2",0.453870625662778
"812",10,3.25,150,"ALD_2",0.847524752475248
"813",15,3.25,150,"ALD_2",0.872427983539095
"814",20,3.25,150,"ALD_2",0.90948275862069
"815",25,3.25,150,"ALD_2",0.911447084233261
"816",30,3.25,150,"ALD_2",0.911447084233261
"817",5,4,150,"ALD_2",0.368330464716007
"818",10,4,150,"ALD_2",0.840864440078585
"819",15,4,150,"ALD_2",0.849206349206349
"820",20,4,150,"ALD_2",0.896405919661734
"821",25,4,150,"ALD_2",0.896405919661734
"822",30,4,150,"ALD_2",0.902127659574468
"823",5,4.75,150,"ALD_2",0.362404741744284
"824",10,4.75,150,"ALD_2",0.829457364341085
"825",15,4.75,150,"ALD_2",0.8359375
"826",20,4.75,150,"ALD_2",0.886128364389234
"827",25,4.75,150,"ALD_2",0.886128364389234
"828",30,4.75,150,"ALD_2",0.887966804979253
"829",5,1,180,"ALD_2",0.884955752212389
"830",10,1,180,"ALD_2",0.868181818181818
"831",15,1,180,"ALD_2",0.835106382978723
"832",20,1,180,"ALD_2",0.769662921348315
"833",25,1,180,"ALD_2",0.752136752136752
"834",30,1,180,"ALD_2",0.732558139534884
"835",5,1.75,180,"ALD_2",0.852589641434263
"836",10,1.75,180,"ALD_2",0.887931034482759
"837",15,1.75,180,"ALD_2",0.892938496583144
"838",20,1.75,180,"ALD_2",0.835443037974684
"839",25,1.75,180,"ALD_2",0.772117962466488
"840",30,1.75,180,"ALD_2",0.772117962466488
"841",5,2.5,180,"ALD_2",0.719327731092437
"842",10,2.5,180,"ALD_2",0.870636550308008
"843",15,2.5,180,"ALD_2",0.908695652173913
"844",20,2.5,180,"ALD_2",0.910675381263617
"845",25,2.5,180,"ALD_2",0.915555555555556
"846",30,2.5,180,"ALD_2",0.823529411764706
"847",5,3.25,180,"ALD_2",0.453870625662778
"848",10,3.25,180,"ALD_2",0.847524752475248
"849",15,3.25,180,"ALD_2",0.872427983539095
"850",20,3.25,180,"ALD_2",0.90948275862069
"851",25,3.25,180,"ALD_2",0.911447084233261
"852",30,3.25,180,"ALD_2",0.911447084233261
"853",5,4,180,"ALD_2",0.368330464716007
"854",10,4,180,"ALD_2",0.840864440078585
"855",15,4,180,"ALD_2",0.849206349206349
"856",20,4,180,"ALD_2",0.896405919661734
"857",25,4,180,"ALD_2",0.896405919661734
"858",30,4,180,"ALD_2",0.902127659574468
"859",5,4.75,180,"ALD_2",0.362404741744284
"860",10,4.75,180,"ALD_2",0.829457364341085
"861",15,4.75,180,"ALD_2",0.8359375
"862",20,4.75,180,"ALD_2",0.886128364389234
"863",25,4.75,180,"ALD_2",0.886128364389234
"864",30,4.75,180,"ALD_2",0.887966804979253
"865",5,1,30,"AP_1",0.955357142857143
"866",10,1,30,"AP_1",0.91866028708134
"867",15,1,30,"AP_1",0.857142857142857
"868",20,1,30,"AP_1",0.788888888888889
"869",25,1,30,"AP_1",0.741176470588235
"870",30,1,30,"AP_1",0.513888888888889
"871",5,1.75,30,"AP_1",0.895397489539749
"872",10,1.75,30,"AP_1",0.918454935622318
"873",15,1.75,30,"AP_1",0.87962962962963
"874",20,1.75,30,"AP_1",0.775956284153005
"875",25,1.75,30,"AP_1",0.770949720670391
"876",30,1.75,30,"AP_1",0.578947368421053
"877",5,2.5,30,"AP_1",0.599439775910364
"878",10,2.5,30,"AP_1",0.884297520661157
"879",15,2.5,30,"AP_1",0.85972850678733
"880",20,2.5,30,"AP_1",0.763440860215054
"881",25,2.5,30,"AP_1",0.758241758241758
"882",30,2.5,30,"AP_1",0.571428571428571
"883",5,3.25,30,"AP_1",0.311953352769679
"884",10,3.25,30,"AP_1",0.845849802371542
"885",15,3.25,30,"AP_1",0.852589641434263
"886",20,3.25,30,"AP_1",0.731958762886598
"887",25,3.25,30,"AP_1",0.75
"888",30,3.25,30,"AP_1",0.567741935483871
"889",5,4,30,"AP_1",0.255675029868578
"890",10,4,30,"AP_1",0.816793893129771
"891",15,4,30,"AP_1",0.826254826254826
"892",20,4,30,"AP_1",0.755760368663594
"893",25,4,30,"AP_1",0.737967914438503
"894",30,4,30,"AP_1",0.564102564102564
"895",5,4.75,30,"AP_1",0.253554502369668
"896",10,4.75,30,"AP_1",0.781021897810219
"897",15,4.75,30,"AP_1",0.786764705882353
"898",20,4.75,30,"AP_1",0.728888888888889
"899",25,4.75,30,"AP_1",0.73015873015873
"900",30,4.75,30,"AP_1",0.560509554140127
"901",5,1,60,"AP_1",0.955357142857143
"902",10,1,60,"AP_1",0.91866028708134
"903",15,1,60,"AP_1",0.857142857142857
"904",20,1,60,"AP_1",0.784530386740331
"905",25,1,60,"AP_1",0.747126436781609
"906",30,1,60,"AP_1",0.513888888888889
"907",5,1.75,60,"AP_1",0.895397489539749
"908",10,1.75,60,"AP_1",0.918454935622318
"909",15,1.75,60,"AP_1",0.875576036866359
"910",20,1.75,60,"AP_1",0.767567567567568
"911",25,1.75,60,"AP_1",0.771739130434783
"912",30,1.75,60,"AP_1",0.775956284153005
"913",5,2.5,60,"AP_1",0.599439775910364
"914",10,2.5,60,"AP_1",0.884297520661157
"915",15,2.5,60,"AP_1",0.855855855855856
"916",20,2.5,60,"AP_1",0.751322751322751
"917",25,2.5,60,"AP_1",0.75531914893617
"918",30,2.5,60,"AP_1",0.763440860215054
"919",5,3.25,60,"AP_1",0.311953352769679
"920",10,3.25,60,"AP_1",0.845849802371542
"921",15,3.25,60,"AP_1",0.852589641434263
"922",20,3.25,60,"AP_1",0.724489795918367
"923",25,3.25,60,"AP_1",0.728205128205128
"924",30,3.25,60,"AP_1",0.739583333333333
"925",5,4,60,"AP_1",0.255675029868578
"926",10,4,60,"AP_1",0.816793893129771
"927",15,4,60,"AP_1",0.826254826254826
"928",20,4,60,"AP_1",0.748858447488584
"929",25,4,60,"AP_1",0.71356783919598
"930",30,4,60,"AP_1",0.728205128205128
"931",5,4.75,60,"AP_1",0.253554502369668
"932",10,4.75,60,"AP_1",0.781021897810219
"933",15,4.75,60,"AP_1",0.786764705882353
"934",20,4.75,60,"AP_1",0.719298245614035
"935",25,4.75,60,"AP_1",0.696078431372549
"936",30,4.75,60,"AP_1",0.71
"937",5,1,90,"AP_1",0.955357142857143
"938",10,1,90,"AP_1",0.91866028708134
"939",15,1,90,"AP_1",0.857142857142857
"940",20,1,90,"AP_1",0.784530386740331
"941",25,1,90,"AP_1",0.747126436781609
"942",30,1,90,"AP_1",0.513888888888889
"943",5,1.75,90,"AP_1",0.895397489539749
"944",10,1.75,90,"AP_1",0.918454935622318
"945",15,1.75,90,"AP_1",0.875576036866359
"946",20,1.75,90,"AP_1",0.767567567567568
"947",25,1.75,90,"AP_1",0.767567567567568
"948",30,1.75,90,"AP_1",0.767567567567568
"949",5,2.5,90,"AP_1",0.599439775910364
"950",10,2.5,90,"AP_1",0.884297520661157
"951",15,2.5,90,"AP_1",0.855855855855856
"952",20,2.5,90,"AP_1",0.751322751322751
"953",25,2.5,90,"AP_1",0.751322751322751
"954",30,2.5,90,"AP_1",0.751322751322751
"955",5,3.25,90,"AP_1",0.311953352769679
"956",10,3.25,90,"AP_1",0.845849802371542
"957",15,3.25,90,"AP_1",0.852589641434263
"958",20,3.25,90,"AP_1",0.724489795918367
"959",25,3.25,90,"AP_1",0.728205128205128
"960",30,3.25,90,"AP_1",0.731958762886598
"961",5,4,90,"AP_1",0.255675029868578
"962",10,4,90,"AP_1",0.816793893129771
"963",15,4,90,"AP_1",0.826254826254826
"964",20,4,90,"AP_1",0.748858447488584
"965",25,4,90,"AP_1",0.71356783919598
"966",30,4,90,"AP_1",0.720812182741117
"967",5,4.75,90,"AP_1",0.253554502369668
"968",10,4.75,90,"AP_1",0.781021897810219
"969",15,4.75,90,"AP_1",0.786764705882353
"970",20,4.75,90,"AP_1",0.719298245614035
"971",25,4.75,90,"AP_1",0.696078431372549
"972",30,4.75,90,"AP_1",0.699507389162562
"973",5,1,120,"AP_1",0.955357142857143
"974",10,1,120,"AP_1",0.91866028708134
"975",15,1,120,"AP_1",0.857142857142857
"976",20,1,120,"AP_1",0.784530386740331
"977",25,1,120,"AP_1",0.747126436781609
"978",30,1,120,"AP_1",0.513888888888889
"979",5,1.75,120,"AP_1",0.895397489539749
"980",10,1.75,120,"AP_1",0.918454935622318
"981",15,1.75,120,"AP_1",0.875576036866359
"982",20,1.75,120,"AP_1",0.767567567567568
"983",25,1.75,120,"AP_1",0.767567567567568
"984",30,1.75,120,"AP_1",0.767567567567568
"985",5,2.5,120,"AP_1",0.599439775910364
"986",10,2.5,120,"AP_1",0.884297520661157
"987",15,2.5,120,"AP_1",0.855855855855856
"988",20,2.5,120,"AP_1",0.751322751322751
"989",25,2.5,120,"AP_1",0.751322751322751
"990",30,2.5,120,"AP_1",0.751322751322751
"991",5,3.25,120,"AP_1",0.311953352769679
"992",10,3.25,120,"AP_1",0.845849802371542
"993",15,3.25,120,"AP_1",0.852589641434263
"994",20,3.25,120,"AP_1",0.724489795918367
"995",25,3.25,120,"AP_1",0.728205128205128
"996",30,3.25,120,"AP_1",0.731958762886598
"997",5,4,120,"AP_1",0.255675029868578
"998",10,4,120,"AP_1",0.816793893129771
"999",15,4,120,"AP_1",0.826254826254826
"1000",20,4,120,"AP_1",0.748858447488584
"1001",25,4,120,"AP_1",0.71356783919598
"1002",30,4,120,"AP_1",0.720812182741117
"1003",5,4.75,120,"AP_1",0.253554502369668
"1004",10,4.75,120,"AP_1",0.781021897810219
"1005",15,4.75,120,"AP_1",0.786764705882353
"1006",20,4.75,120,"AP_1",0.719298245614035
"1007",25,4.75,120,"AP_1",0.696078431372549
"1008",30,4.75,120,"AP_1",0.699507389162562
"1009",5,1,150,"AP_1",0.955357142857143
"1010",10,1,150,"AP_1",0.91866028708134
"1011",15,1,150,"AP_1",0.857142857142857
"1012",20,1,150,"AP_1",0.784530386740331
"1013",25,1,150,"AP_1",0.747126436781609
"1014",30,1,150,"AP_1",0.513888888888889
"1015",5,1.75,150,"AP_1",0.895397489539749
"1016",10,1.75,150,"AP_1",0.918454935622318
"1017",15,1.75,150,"AP_1",0.875576036866359
"1018",20,1.75,150,"AP_1",0.767567567567568
"1019",25,1.75,150,"AP_1",0.767567567567568
"1020",30,1.75,150,"AP_1",0.767567567567568
"1021",5,2.5,150,"AP_1",0.599439775910364
"1022",10,2.5,150,"AP_1",0.884297520661157
"1023",15,2.5,150,"AP_1",0.855855855855856
"1024",20,2.5,150,"AP_1",0.751322751322751
"1025",25,2.5,150,"AP_1",0.751322751322751
"1026",30,2.5,150,"AP_1",0.751322751322751
"1027",5,3.25,150,"AP_1",0.311953352769679
"1028",10,3.25,150,"AP_1",0.845849802371542
"1029",15,3.25,150,"AP_1",0.852589641434263
"1030",20,3.25,150,"AP_1",0.724489795918367
"1031",25,3.25,150,"AP_1",0.728205128205128
"1032",30,3.25,150,"AP_1",0.731958762886598
"1033",5,4,150,"AP_1",0.255675029868578
"1034",10,4,150,"AP_1",0.816793893129771
"1035",15,4,150,"AP_1",0.826254826254826
"1036",20,4,150,"AP_1",0.748858447488584
"1037",25,4,150,"AP_1",0.71356783919598
"1038",30,4,150,"AP_1",0.720812182741117
"1039",5,4.75,150,"AP_1",0.253554502369668
"1040",10,4.75,150,"AP_1",0.781021897810219
"1041",15,4.75,150,"AP_1",0.786764705882353
"1042",20,4.75,150,"AP_1",0.719298245614035
"1043",25,4.75,150,"AP_1",0.696078431372549
"1044",30,4.75,150,"AP_1",0.699507389162562
"1045",5,1,180,"AP_1",0.955357142857143
"1046",10,1,180,"AP_1",0.91866028708134
"1047",15,1,180,"AP_1",0.857142857142857
"1048",20,1,180,"AP_1",0.784530386740331
"1049",25,1,180,"AP_1",0.747126436781609
"1050",30,1,180,"AP_1",0.513888888888889
"1051",5,1.75,180,"AP_1",0.895397489539749
"1052",10,1.75,180,"AP_1",0.918454935622318
"1053",15,1.75,180,"AP_1",0.875576036866359
"1054",20,1.75,180,"AP_1",0.767567567567568
"1055",25,1.75,180,"AP_1",0.767567567567568
"1056",30,1.75,180,"AP_1",0.767567567567568
"1057",5,2.5,180,"AP_1",0.599439775910364
"1058",10,2.5,180,"AP_1",0.884297520661157
"1059",15,2.5,180,"AP_1",0.855855855855856
"1060",20,2.5,180,"AP_1",0.751322751322751
"1061",25,2.5,180,"AP_1",0.751322751322751
"1062",30,2.5,180,"AP_1",0.751322751322751
"1063",5,3.25,180,"AP_1",0.311953352769679
"1064",10,3.25,180,"AP_1",0.845849802371542
"1065",15,3.25,180,"AP_1",0.852589641434263
"1066",20,3.25,180,"AP_1",0.724489795918367
"1067",25,3.25,180,"AP_1",0.728205128205128
"1068",30,3.25,180,"AP_1",0.731958762886598
"1069",5,4,180,"AP_1",0.255675029868578
"1070",10,4,180,"AP_1",0.816793893129771
"1071",15,4,180,"AP_1",0.826254826254826
"1072",20,4,180,"AP_1",0.748858447488584
"1073",25,4,180,"AP_1",0.71356783919598
"1074",30,4,180,"AP_1",0.720812182741117
"1075",5,4.75,180,"AP_1",0.253554502369668
"1076",10,4.75,180,"AP_1",0.781021897810219
"1077",15,4.75,180,"AP_1",0.786764705882353
"1078",20,4.75,180,"AP_1",0.719298245614035
"1079",25,4.75,180,"AP_1",0.696078431372549
"1080",30,4.75,180,"AP_1",0.699507389162562
"1081",5,1,30,"AP_2",0.916923076923077
"1082",10,1,30,"AP_2",0.907936507936508
"1083",15,1,30,"AP_2",0.916666666666667
"1084",20,1,30,"AP_2",0.882154882154882
"1085",25,1,30,"AP_2",0.725099601593626
"1086",30,1,30,"AP_2",0.683333333333333
"1087",5,1.75,30,"AP_2",0.853868194842407
"1088",10,1.75,30,"AP_2",0.86404833836858
"1089",15,1.75,30,"AP_2",0.869300911854103
"1090",20,1.75,30,"AP_2",0.853420195439739
"1091",25,1.75,30,"AP_2",0.715953307392996
"1092",30,1.75,30,"AP_2",0.672131147540984
"1093",5,2.5,30,"AP_2",0.610997963340122
"1094",10,2.5,30,"AP_2",0.842696629213483
"1095",15,2.5,30,"AP_2",0.831395348837209
"1096",20,2.5,30,"AP_2",0.823899371069182
"1097",25,2.5,30,"AP_2",0.787456445993031
"1098",30,2.5,30,"AP_2",0.65863453815261
"1099",5,3.25,30,"AP_2",0.302851524090462
"1100",10,3.25,30,"AP_2",0.814814814814815
"1101",15,3.25,30,"AP_2",0.798882681564246
"1102",20,3.25,30,"AP_2",0.8125
"1103",25,3.25,30,"AP_2",0.803680981595092
"1104",30,3.25,30,"AP_2",0.694339622641509
"1105",5,4,30,"AP_2",0.292220113851992
"1106",10,4,30,"AP_2",0.781725888324873
"1107",15,4,30,"AP_2",0.793814432989691
"1108",20,4,30,"AP_2",0.777173913043478
"1109",25,4,30,"AP_2",0.779761904761905
"1110",30,4,30,"AP_2",0.684014869888476
"1111",5,4.75,30,"AP_2",0.289201877934272
"1112",10,4.75,30,"AP_2",0.745762711864407
"1113",15,4.75,30,"AP_2",0.762376237623762
"1114",20,4.75,30,"AP_2",0.74869109947644
"1115",25,4.75,30,"AP_2",0.757225433526012
"1116",30,4.75,30,"AP_2",0.743421052631579
"1117",5,1,60,"AP_2",0.916923076923077
"1118",10,1,60,"AP_2",0.907936507936508
"1119",15,1,60,"AP_2",0.916666666666667
"1120",20,1,60,"AP_2",0.882154882154882
"1121",25,1,60,"AP_2",0.73015873015873
"1122",30,1,60,"AP_2",0.73015873015873
"1123",5,1.75,60,"AP_2",0.853868194842407
"1124",10,1.75,60,"AP_2",0.86404833836858
"1125",15,1.75,60,"AP_2",0.866666666666667
"1126",20,1.75,60,"AP_2",0.850649350649351
"1127",25,1.75,60,"AP_2",0.71042471042471
"1128",30,1.75,60,"AP_2",0.713178294573643
"1129",5,2.5,60,"AP_2",0.610997963340122
"1130",10,2.5,60,"AP_2",0.842696629213483
"1131",15,2.5,60,"AP_2",0.831395348837209
"1132",20,2.5,60,"AP_2",0.81619937694704
"1133",25,2.5,60,"AP_2",0.768707482993197
"1134",30,2.5,60,"AP_2",0.694339622641509
"1135",5,3.25,60,"AP_2",0.302851524090462
"1136",10,3.25,60,"AP_2",0.814814814814815
"1137",15,3.25,60,"AP_2",0.798882681564246
"1138",20,3.25,60,"AP_2",0.805633802816901
"1139",25,3.25,60,"AP_2",0.786786786786787
"1140",30,3.25,60,"AP_2",0.676470588235294
"1141",5,4,60,"AP_2",0.292220113851992
"1142",10,4,60,"AP_2",0.781725888324873
"1143",15,4,60,"AP_2",0.791773778920309
"1144",20,4,60,"AP_2",0.768817204301075
"1145",25,4,60,"AP_2",0.757225433526012
"1146",30,4,60,"AP_2",0.726688102893891
"1147",5,4.75,60,"AP_2",0.289201877934272
"1148",10,4.75,60,"AP_2",0.745762711864407
"1149",15,4.75,60,"AP_2",0.762376237623762
"1150",20,4.75,60,"AP_2",0.740932642487047
"1151",25,4.75,60,"AP_2",0.733893557422969
"1152",30,4.75,60,"AP_2",0.70625
"1153",5,1,90,"AP_2",0.916923076923077
"1154",10,1,90,"AP_2",0.907936507936508
"1155",15,1,90,"AP_2",0.916666666666667
